No of Samples,Initiator Concentration(CI) ,Temperature (T),Jacket Temperature (T),Coolant water flowrate (Fcw),Monomer inlet Flowrate (F),Coolant inlet temp.water (Two),Inlet temparature of Feed (Tin), Target variable (Monomer Concentration)
2036,0.0251043029835037,349.306000026163,331.015267275838,0.1588,1.00008991208436,293.2,349.936890476877,6.05043078284531
2037,0.0251003061858319,350.733726572212,326.858153912118,0.1588,1.0007279124553,293.2,349.86097098688,6.05309886632509
2038,0.0252918050078526,348.516023529192,329.073900616639,0.1588,0.992994180837943,293.2,349.925337628192,6.04931620262265
2039,0.0253442096104407,349.992828506391,325.831478476972,0.1588,0.98900014445334,293.2,349.991749099302,6.03577570480512
2040,0.0252127129500942,349.937968349957,331.405025926234,0.1588,0.994775599978064,293.2,350.038580018139,6.03070156092815
2041,0.0247609173224091,347.001149945522,334.762200815748,0.1588,1.01319659412711,293.2,350.045203201844,6.05033697127907
2042,0.0249131502997921,349.461849095985,334.614914837006,0.1588,1.0082785665174,293.2,349.963184122047,6.05128644370188
2043,0.0247394227712695,354.848845052559,332.127960853859,0.1588,1.01431683480027,293.2,350.03163618925,6.05239225958947
2044,0.0252120856698462,353.282837959895,331.516582469539,0.1588,0.993541892842515,293.2,350.052656231497,6.03347944666301
2045,0.0253342948722784,341.222072597385,333.278409425378,0.1588,0.987668745664327,293.2,350.161001204701,6.01216946941021
2046,0.0249205212017046,350.793975789042,335.541867468371,0.1588,1.00516205312502,293.2,350.090786551639,6.02429550807587
2047,0.025376908207291,346.856561760738,329.571580222228,0.1588,0.987254798078607,293.2,350.021575800076,6.01698436742385
2048,0.0251560315434007,353.612127639971,329.211948313428,0.1588,0.996031649177939,293.2,350.073644151841,6.02197139754714
2049,0.0250042575473034,347.729574441933,332.0442128264,0.1588,1.00272927761414,293.2,349.966977249463,6.03855354471927
2050,0.0251185381280065,352.37618367632,334.050508039959,0.1588,0.997683426299109,293.2,349.960102494907,6.04484376156743
2051,0.0250851776377928,349.043752312417,331.187421818087,0.1588,1.00076573552107,293.2,349.996213876654,6.04182067819351
2052,0.0250447228549702,347.017522094343,334.545600432024,0.1588,1.00180530838197,293.2,349.985718901224,6.04239196339869
2053,0.0249153522201522,351.642242022956,335.082198529352,0.1588,1.00615510933486,293.2,350.006211538528,6.0456513279733
2054,0.024758888579236,347.03644512037,331.615242088039,0.1588,1.01402175560953,293.2,349.992934323725,6.0557309530049
2055,0.0251871358707751,356.776238327239,335.147511838832,0.1588,0.998012606620361,293.2,349.940692523738,6.04731361276572
2056,0.0253590729714043,345.692596021962,335.273496966849,0.1588,0.987715346436834,293.2,350.091043429937,6.02467802006957
2057,0.0248620879153072,343.502294233905,328.215484945362,0.1588,1.00920990804835,293.2,349.98387145959,6.04427476257077
2058,0.0252945720273681,347.591182579001,337.459271753815,0.1588,0.990902711555332,293.2,349.903349203719,6.04129956247574
2059,0.0250660541363032,349.428079258315,328.323349300294,0.1588,1.00333959104753,293.2,349.857298295023,6.05478873506355
2060,0.0248546901590975,345.271050744376,335.182839770688,0.1588,1.00857109561368,293.2,349.955679553192,6.05785052947179
2061,0.0253656520228935,351.062233148911,329.903093625655,0.1588,0.989958197338788,293.2,349.805887905761,6.05606245624671
2062,0.0252669564939941,345.824087414684,336.217730651414,0.1588,0.993016133597449,293.2,349.839149309609,6.0527806500655
2063,0.0251617670964457,345.910433417765,331.075450588317,0.1588,0.997335843700469,293.2,349.936963295184,6.05060901684518
2064,0.0251717708545623,350.405912811444,333.458233024404,0.1588,0.994012895343077,293.2,350.063285989281,6.03303746177531
2065,0.0253877060079853,349.593782044367,335.338449544765,0.1588,0.986624685709873,293.2,350.099333676199,6.01617144433526
2066,0.024991084390228,342.93857671903,337.626790466259,0.1588,1.00241399743828,293.2,350.061666790369,6.03014549696463
2067,0.0250292080397307,349.241119931427,333.181534088234,0.1588,1.00138044014343,293.2,349.965026015425,6.03761351264156
2068,0.0250292270276936,353.336352785202,328.273517869101,0.1588,1.00125824364463,293.2,350.068395776482,6.03473555542575
2069,0.0243780923456379,352.429881614115,329.271272206712,0.1588,1.02910894066901,293.2,350.076446545652,6.0573372011716
2070,0.0250923525974572,350.111951618608,332.602169837554,0.1588,0.99733231172975,293.2,349.99035125617,6.03960135033188
2071,0.0250638815065965,351.249930158521,332.24919786416,0.1588,1.00134724890181,293.2,350.035123818654,6.03771356417025
2072,0.0254749169841998,354.796691900985,335.44042387102,0.1588,0.984830805758528,293.2,349.880948916653,6.03055821865772
2073,0.0250548348236083,345.234919407978,337.021481411178,0.1588,1.0011091903992,293.2,349.967753823619,6.04423055645022
2074,0.0249720398126616,344.512476682958,328.053628168599,0.1588,1.00510255814168,293.2,349.924205332993,6.04974440264418
2075,0.0247721444234563,350.069774849756,330.931460469186,0.1588,1.01343034093632,293.2,350.009167818455,6.05652668691163
2076,0.0255553113121458,345.938673473971,328.763671716663,0.1588,0.981392924426891,293.2,349.960048441119,6.03244448659163
2077,0.0248949330673739,348.316958859023,334.348677130023,0.1588,1.0080590408877,293.2,349.988516227185,6.04571341810133
2078,0.024967897224704,341.967174928918,333.921642536262,0.1588,1.00358400352391,293.2,349.978141331458,6.04648521181699
2079,0.0252588153061903,349.17297863143,331.086377018129,0.1588,0.992474906333846,293.2,350.00278316803,6.03597477576959
2080,0.0254337664929263,352.082210397757,332.771697359717,0.1588,0.985949189766368,293.2,350.063340896563,6.01910549732597
2081,0.0246636490805418,351.48556166509,329.483540286801,0.1588,1.01805120949417,293.2,349.905805405054,6.05695384379479
2082,0.0251979858855524,347.238563951969,328.57635669929,0.1588,0.996484141484906,293.2,349.940687824592,6.04742588879757
2083,0.0253519648050338,343.911002025937,331.791319859779,0.1588,0.989099290121611,293.2,350.030929433162,6.03513502820454
2084,0.0251781466372745,341.356762471774,332.545976893976,0.1588,0.993974682982918,293.2,349.978705114586,6.03354300712833
2085,0.0254753517443451,350.212865711569,324.641258334026,0.1588,0.984430500661694,293.2,349.879604289869,6.03493834908135
2086,0.0255740014301638,348.264706620718,330.452284239927,0.1588,0.978268798585414,293.2,349.990291787223,6.02030343777129
2087,0.0251954141603916,351.421612445573,328.605497071404,0.1588,0.993545778121204,293.2,350.016379625348,6.02506757431492
2088,0.0249830271769959,351.461588219383,323.495131375163,0.1588,1.00380282662923,293.2,349.94025242633,6.04434647234977
2089,0.0250378235778273,343.272103137737,326.033048657538,0.1588,1.00050598057782,293.2,349.983532886588,6.0432358039523
2090,0.0247717555245862,356.238574466228,340.41870436041,0.1588,1.01439055550429,293.2,349.948814952794,6.05859050500437
2091,0.0248392974775183,351.505525617864,327.514894195223,0.1588,1.01268840284298,293.2,349.863119846556,6.06536710827295
2092,0.025281258941788,351.831512594564,334.276630101046,0.1588,0.994562317169502,293.2,349.859978149901,6.05950831205347
2093,0.0254856023393748,353.467797988714,327.522784923849,0.1588,0.983357279375784,293.2,350.021631765685,6.03316327589383
2094,0.0247703574820704,348.394630489976,333.176940028895,0.1588,1.01387088294666,293.2,350.007801202548,6.05166300188288
2095,0.0252507317755335,350.855157117409,337.944204515758,0.1588,0.99396253746389,293.2,350.008787215708,6.03671444703033
2096,0.025284747755357,349.135472043852,333.318494380812,0.1588,0.991276203703045,293.2,349.974824423051,6.03070809751877
2097,0.0250560260727312,351.793932008415,334.763495805424,0.1588,1.00040531691149,293.2,350.085560629044,6.03424348688711
2098,0.0247752284544623,353.467756825636,335.921561992965,0.1588,1.00993373205041,293.2,350.280029302816,6.02276552479749
2099,0.0251794899556106,354.785532852002,332.296808599628,0.1588,0.992890082180953,293.2,350.146741361872,6.01088917247403
2100,0.0250905880240899,349.507393386533,330.969066939283,0.1588,0.997231178793363,293.2,349.989331232459,6.02088714953559
2101,0.0249828273391018,345.287058863079,331.030794919484,0.1588,1.00257747342384,293.2,350.124843241711,6.02672340832882
2102,0.0251186924388173,352.296218327473,328.601051922281,0.1588,0.997350765473862,293.2,349.966868233554,6.03166957547511
2103,0.025310873358692,351.990271044923,334.286962152124,0.1588,0.989538595647346,293.2,350.024239324542,6.02555688827449
2104,0.0251308060192168,347.744509823409,336.342205406619,0.1588,0.996382910866427,293.2,349.983415366394,6.03601770160532
2105,0.0252768393176182,344.369223101657,337.160286469126,0.1588,0.991855727679242,293.2,349.870256915852,6.03820134648087
2106,0.0249695040426577,346.670419628181,328.549441527559,0.1588,1.0053797625797,293.2,349.935247290317,6.05109730738642
2107,0.0251288679405254,348.717836360551,327.425263840841,0.1588,0.997330455188619,293.2,350.061344284061,6.04076710083891
2108,0.0246842741969031,351.706792460078,334.225688799761,0.1588,1.0188056551777,293.2,349.958103211659,6.06039567658652
2109,0.0248219843500589,344.817812972532,337.471993110304,0.1588,1.01143508570861,293.2,349.956145746253,6.0561807663966
2110,0.0251145767427785,346.68595426594,333.751840870754,0.1588,1.00054800810902,293.2,349.87972661821,6.05596451866288
2111,0.0253330928336447,345.282071126259,335.119571390804,0.1588,0.990290537219892,293.2,349.898686690501,6.04878874207429
2112,0.0249552313725997,346.886931870633,329.902403047976,0.1588,1.00479717741571,293.2,350.094352302868,6.04173555088123
2113,0.0246237801173471,346.337631254939,331.893929867861,0.1588,1.01952314966957,293.2,350.049457590474,6.05003809987719
2114,0.0254172564913076,353.346789870223,331.356669455541,0.1588,0.985625022375389,293.2,350.015870120489,6.02323518601378
2115,0.0247152707382511,344.497617523232,333.497247188717,0.1588,1.01566131631489,293.2,349.888749248325,6.06078054533362
2116,0.0252420975598553,347.947654231964,329.118107207339,0.1588,0.992752683095489,293.2,350.05189920573,6.03598714333381
2117,0.0248263429100357,349.871144024129,338.796492453058,0.1588,1.01161144412218,293.2,349.901999232013,6.05797654781302
2118,0.0252402031418715,352.232728665745,325.906701826088,0.1588,0.992278992103096,293.2,350.13674758762,6.02923266586132
2119,0.0248741285166848,354.890543107116,335.328212341451,0.1588,1.00610185685421,293.2,350.228039813969,6.02229476526738
2120,0.0249896872474696,349.645522448305,333.045770236485,0.1588,1.00061470897553,293.2,350.144948217909,6.01672376109002
2121,0.0252684898452369,352.148057893914,325.222431409338,0.1588,0.991349673164144,293.2,350.028901357195,6.02122230832745
2122,0.0254058783075413,353.744745287802,332.736518466753,0.1588,0.986764653484846,293.2,349.947941879344,6.02275147526468
2123,0.0249429427356019,344.406130359565,331.022987176602,0.1588,1.00505456149664,293.2,349.911180931645,6.04494506359852
2124,0.0250227802122648,344.904811083164,328.174748936347,0.1588,1.00053139528538,293.2,350.086511150145,6.0375690686084
2125,0.0249169328750062,348.414275961358,334.44634891471,0.1588,1.00704844721101,293.2,349.94497576798,6.05411577694802
2126,0.0250192114351144,349.030085186279,332.901560662937,0.1588,1.00175061097221,293.2,349.985267790992,6.04667218608957
2127,0.0255533989271771,350.008932015116,333.678911924754,0.1588,0.979569389845825,293.2,349.973848877556,6.02548309419404
2128,0.0248337739610659,351.717622856919,333.781619558204,0.1588,1.00902385309794,293.2,350.079952682504,6.04279955679404
2129,0.0251384436108249,344.093782781555,333.601638767036,0.1588,0.997165664890517,293.2,349.981229294883,6.03850098006724
2130,0.0252920494474902,351.107932049061,334.760164409778,0.1588,0.989561785418851,293.2,350.025563915307,6.02921473796308
2131,0.0249115103635495,345.531839414337,331.237433062014,0.1588,1.00588159719236,293.2,349.984039806776,6.04207643686254
2132,0.0251530881395535,352.499168523977,327.986160072987,0.1588,0.996116844762988,293.2,349.995378923419,6.03632283512475
2133,0.0244417361346686,350.40217728112,327.200615884771,0.1588,1.02639080871705,293.2,350.053867470677,6.06053086372201
2134,0.024985097773729,347.652809924958,334.163804548759,0.1588,1.00431431195512,293.2,350.017597949589,6.0490141846742
2135,0.024896294032105,347.276178157109,333.056106053363,0.1588,1.00889363473157,293.2,349.920708171455,6.05583631935617
2136,0.0247828864076225,348.384530255584,334.164178831108,0.1588,1.01303304201408,293.2,350.004941964945,6.05738866677969
2137,0.0250695232316482,349.368493785605,332.85630909583,0.1588,1.00181947472579,293.2,349.911520350867,6.05434484295277
2138,0.0252728180402272,352.401160327016,334.595976274414,0.1588,0.990025031325042,293.2,350.175198678426,6.02793615176118
2139,0.0247635272175397,347.145521595807,330.547481878025,0.1588,1.01310542781908,293.2,349.917365441784,6.05225972447846
2140,0.0249693856346023,352.38220268573,331.920577290895,0.1588,1.0040853709019,293.2,350.027393308426,6.04695487021306
2141,0.0250630235518772,351.768331902143,331.005560490513,0.1588,0.998622746238628,293.2,350.159085736772,6.02601749872095
2142,0.0249282017824846,342.527155522641,333.672117877499,0.1588,1.00627296404411,293.2,349.986829462086,6.04066272093122
2143,0.0255443998863076,350.159123185916,334.265066963165,0.1588,0.980580658997771,293.2,350.03477673402,6.01757846435262
2144,0.0250664898378919,348.488762332321,333.971037649627,0.1588,1.0012480868892,293.2,349.982994708855,6.03878926935462
2145,0.0253668788101219,356.945100020604,336.025368369373,0.1588,0.988741063852812,293.2,349.855910119194,6.04230235936633
2146,0.0249970662861235,353.987931300916,332.385177448806,0.1588,1.00329861987128,293.2,350.140899573664,6.03392323410703
2147,0.0249603989128706,347.160822007725,328.583624723052,0.1588,1.00558894686656,293.2,349.916791851416,6.04915777327973
2148,0.0248374590877959,348.539043236172,334.454978067108,0.1588,1.00958022707472,293.2,350.039867076664,6.04851543875512
2149,0.025279864156063,353.747448854251,329.417538699592,0.1588,0.991827735390908,293.2,349.979437494864,6.0372845043193
2150,0.0252790096281126,352.769358018154,324.63631578578,0.1588,0.992752155407473,293.2,349.937379118595,6.03854135235763
2151,0.025172906994095,350.658274667247,330.760544523829,0.1588,0.996767461356948,293.2,350.000700650161,6.03927840636638
2152,0.0249453132718178,338.889198922617,330.65530237958,0.1588,1.0071923872263,293.2,349.858661099939,6.05575150221991
2153,0.0249520284010689,352.744588908638,333.510934846959,0.1588,1.0053220018954,293.2,349.898053108047,6.06308220664873
2154,0.0249977759082848,348.188953966496,333.510331925173,0.1588,1.0040313392251,293.2,349.931540343906,6.05842135453052
2155,0.0250473167969303,346.131318008979,335.036454028874,0.1588,1.00133554446141,293.2,350.013125665127,6.04235861781812
2156,0.0253836154264419,346.818802148514,333.611179152231,0.1588,0.987088874480644,293.2,349.959874921167,6.03354869570909
2157,0.0249571285174072,346.702793978379,331.836113890026,0.1588,1.00560574383894,293.2,350.117011993978,6.03555853172131
2158,0.0253309348934708,346.794701303291,329.100995793307,0.1588,0.988792654153266,293.2,349.897900705762,6.03126955214952
2159,0.0248688926498141,345.99385116955,333.586890926219,0.1588,1.00906329841339,293.2,350.023684039334,6.04750576720441
2160,0.0252593867990135,346.289940274829,335.114251369256,0.1588,0.993986497618038,293.2,349.907472552414,6.04226594623806
2161,0.0246069845405291,351.0521874247,327.150229536625,0.1588,1.0174681201396,293.2,350.205601332381,6.04708930662754
2162,0.0251292278981127,355.419619285064,328.750500293668,0.1588,0.997068975836,293.2,350.050307384368,6.02975785527599
2163,0.0250452421775629,348.525939395656,328.508824387104,0.1588,1.00320793152065,293.2,349.854145384403,6.04997240347583
2164,0.0248070359380944,353.176092929021,335.318108782671,0.1588,1.01317148002553,293.2,349.876442918541,6.06401211217093
2165,0.0253414404078473,352.269202690957,329.621156542507,0.1588,0.98986424821839,293.2,350.030024290776,6.03648200794803
2166,0.0248908313631978,346.535304528671,332.820940096929,0.1588,1.00855207996595,293.2,349.956109328408,6.04993508516018
